a,e,i,RAAN,argp,nu
6.76888e+06,0.00165358,1.69378,0.000473495,6.08804,2.39554
6.76888e+06,0.00165345,1.69378,0.000473521,6.08824,2.39546
6.76888e+06,0.00165331,1.69378,0.000473547,6.08844,2.39537
6.76888e+06,0.00165318,1.69378,0.000473573,6.08864,2.39528
6.76889e+06,0.00165304,1.69378,0.000473599,6.08884,2.39519
6.76889e+06,0.00165291,1.69378,0.000473625,6.08904,2.39511
6.76889e+06,0.00165277,1.69378,0.000473652,6.08924,2.39502
6.76889e+06,0.00165264,1.69378,0.000473678,6.08944,2.39493
6.7689e+06,0.0016525,1.69378,0.000473704,6.08964,2.39485
6.7689e+06,0.00165237,1.69378,0.00047373,6.08984,2.39476
6.7689e+06,0.00165223,1.69378,0.000473756,6.09004,2.39467
6.7689e+06,0.00165209,1.69378,0.000473782,6.09025,2.39458
6.7689e+06,0.00165196,1.69378,0.000473808,6.09045,2.3945
6.76891e+06,0.00165182,1.69378,0.000473834,6.09065,2.39441
6.76891e+06,0.00165169,1.69378,0.00047386,6.09085,2.39432
6.76891e+06,0.00165155,1.69378,0.000473886,6.09105,2.39423
6.76891e+06,0.00165142,1.69378,0.000473912,6.09125,2.39415
6.76892e+06,0.00165128,1.69378,0.000473938,6.09145,2.39406
6.76892e+06,0.00165115,1.69378,0.000473964,6.09165,2.39397
6.76892e+06,0.00165101,1.69378,0.00047399,6.09185,2.39389
6.76892e+06,0.00165088,1.69378,0.000474016,6.09205,2.3938
6.76892e+06,0.00165074,1.69378,0.000474042,6.09225,2.39371
6.76893e+06,0.00165061,1.69378,0.000474068,6.09245,2.39362
6.76893e+06,0.00165047,1.69378,0.000474094,6.09265,2.39354
6.76893e+06,0.00165034,1.69378,0.00047412,6.09285,2.39345
6.76893e+06,0.0016502,1.69378,0.000474146,6.09305,2.39336
6.76894e+06,0.00165006,1.69378,0.000474172,6.09325,2.39327
6.76894e+06,0.00164993,1.69378,0.000474198,6.09345,2.39319
6.76894e+06,0.00164979,1.69378,0.000474224,6.09365,2.3931
6.76894e+06,0.00164966,1.69378,0.00047425,6.09385,2.39301
6.76895e+06,0.00164952,1.69378,0.000474276,6.09405,2.39292
6.76895e+06,0.00164939,1.69378,0.000474302,6.09425,2.39284
6.76895e+06,0.00164925,1.69378,0.000474328,6.09445,2.39275
6.76895e+06,0.00164911,1.69378,0.000474354,6.09465,2.39266
6.76895e+06,0.00164898,1.69378,0.00047438,6.09486,2.39257
6.76896e+06,0.00164884,1.69378,0.000474406,6.09506,2.39249
6.76896e+06,0.00164871,1.69378,0.000474432,6.09526,2.3924
6.76896e+06,0.00164857,1.69378,0.000474458,6.09546,2.39231
6.76896e+06,0.00164844,1.69378,0.000474484,6.09566,2.39222
6.76897e+06,0.0016483,1.69378,0.00047451,6.09586,2.39214
6.76897e+06,0.00164816,1.69378,0.000474536,6.09606,2.39205
6.76897e+06,0.00164803,1.69378,0.000474562,6.09626,2.39196
6.76897e+06,0.00164789,1.69378,0.000474588,6.09646,2.39187
6.76897e+06,0.00164776,1.69378,0.000474614,6.09666,2.39179
6.76898e+06,0.00164762,1.69378,0.000474639,6.09686,2.3917
6.76898e+06,0.00164748,1.69378,0.000474665,6.09706,2.39161
6.76898e+06,0.00164735,1.69378,0.000474691,6.09726,2.39152
6.76898e+06,0.00164721,1.69378,0.000474717,6.09746,2.39144
6.76899e+06,0.00164708,1.69378,0.000474743,6.09766,2.39135
6.76899e+06,0.00164694,1.69378,0.000474769,6.09786,2.39126
6.76899e+06,0.0016468,1.69378,0.000474795,6.09807,2.39117
6.76899e+06,0.00164667,1.69378,0.000474821,6.09827,2.39109
6.76899e+06,0.00164653,1.69378,0.000474847,6.09847,2.391
6.769e+06,0.0016464,1.69378,0.000474873,6.09867,2.39091
6.769e+06,0.00164626,1.69378,0.000474898,6.09887,2.39082
6.769e+06,0.00164612,1.69378,0.000474924,6.09907,2.39074
6.769e+06,0.00164599,1.69378,0.00047495,6.09927,2.39065
6.76901e+06,0.00164585,1.69378,0.000474976,6.09947,2.39056
6.76901e+06,0.00164572,1.69378,0.000475002,6.09967,2.39047
6.76901e+06,0.00164558,1.69378,0.000475028,6.09987,2.39039
6.76901e+06,0.00164544,1.69378,0.000475054,6.10007,2.3903
6.76901e+06,0.00164531,1.69378,0.000475079,6.10027,2.39021
6.76902e+06,0.00164517,1.69378,0.000475105,6.10047,2.39012
6.76902e+06,0.00164503,1.69378,0.000475131,6.10068,2.39003
6.76902e+06,0.0016449,1.69378,0.000475157,6.10088,2.38995
6.76902e+06,0.00164476,1.69378,0.000475183,6.10108,2.38986
6.76903e+06,0.00164462,1.69378,0.000475209,6.10128,2.38977
6.76903e+06,0.00164449,1.69378,0.000475234,6.10148,2.38968
6.76903e+06,0.00164435,1.69378,0.00047526,6.10168,2.3896
6.76903e+06,0.00164422,1.69378,0.000475286,6.10188,2.38951
6.76903e+06,0.00164408,1.69378,0.000475312,6.10208,2.38942
6.76904e+06,0.00164394,1.69378,0.000475338,6.10228,2.38933
6.76904e+06,0.00164381,1.69378,0.000475363,6.10248,2.38924
6.76904e+06,0.00164367,1.69378,0.000475389,6.10268,2.38916
6.76904e+06,0.00164353,1.69378,0.000475415,6.10289,2.38907
6.76905e+06,0.0016434,1.69378,0.000475441,6.10309,2.38898
6.76905e+06,0.00164326,1.69378,0.000475467,6.10329,2.38889
6.76905e+06,0.00164312,1.69378,0.000475492,6.10349,2.38881
6.76905e+06,0.00164299,1.69378,0.000475518,6.10369,2.38872
6.76906e+06,0.00164285,1.69378,0.000475544,6.10389,2.38863
6.76906e+06,0.00164271,1.69378,0.00047557,6.10409,2.38854
6.76906e+06,0.00164258,1.69378,0.000475595,6.10429,2.38845
6.76906e+06,0.00164244,1.69378,0.000475621,6.10449,2.38837
6.76906e+06,0.0016423,1.69378,0.000475647,6.10469,2.38828
6.76907e+06,0.00164217,1.69378,0.000475673,6.10489,2.38819
6.76907e+06,0.00164203,1.69378,0.000475698,6.1051,2.3881
6.76907e+06,0.00164189,1.69378,0.000475724,6.1053,2.38801
6.76907e+06,0.00164176,1.69378,0.00047575,6.1055,2.38793
6.76908e+06,0.00164162,1.69378,0.000475776,6.1057,2.38784
6.76908e+06,0.00164148,1.69378,0.000475801,6.1059,2.38775
6.76908e+06,0.00164134,1.69378,0.000475827,6.1061,2.38766
6.76908e+06,0.00164121,1.69378,0.000475853,6.1063,2.38757
6.76908e+06,0.00164107,1.69378,0.000475878,6.1065,2.38749
6.76909e+06,0.00164093,1.69378,0.000475904,6.1067,2.3874
6.76909e+06,0.0016408,1.69378,0.00047593,6.10691,2.38731
6.76909e+06,0.00164066,1.69378,0.000475955,6.10711,2.38722
6.76909e+06,0.00164052,1.69378,0.000475981,6.10731,2.38713
6.7691e+06,0.00164039,1.69378,0.000476007,6.10751,2.38705
6.7691e+06,0.00164025,1.69378,0.000476033,6.10771,2.38696
6.7691e+06,0.00164011,1.69378,0.000476058,6.10791,2.38687
6.7691e+06,0.00163997,1.69378,0.000476084,6.10811,2.38678
6.7691e+06,0.00163984,1.69378,0.00047611,6.10831,2.38669
6.76911e+06,0.0016397,1.69378,0.000476135,6.10851,2.38661
6.76911e+06,0.00163956,1.69378,0.000476161,6.10872,2.38652
6.76911e+06,0.00163943,1.69378,0.000476187,6.10892,2.38643
6.76911e+06,0.00163929,1.69378,0.000476212,6.10912,2.38634
6.76912e+06,0.00163915,1.69378,0.000476238,6.10932,2.38625
6.76912e+06,0.00163901,1.69378,0.000476263,6.10952,2.38617
6.76912e+06,0.00163888,1.69378,0.000476289,6.10972,2.38608
6.76912e+06,0.00163874,1.69378,0.000476315,6.10992,2.38599
6.76912e+06,0.0016386,1.69378,0.00047634,6.11012,2.3859
6.76913e+06,0.00163846,1.69378,0.000476366,6.11033,2.38581
6.76913e+06,0.00163833,1.69378,0.000476392,6.11053,2.38572
6.76913e+06,0.00163819,1.69378,0.000476417,6.11073,2.38564
6.76913e+06,0.00163805,1.69378,0.000476443,6.11093,2.38555
6.76914e+06,0.00163791,1.69378,0.000476468,6.11113,2.38546
6.76914e+06,0.00163778,1.69378,0.000476494,6.11133,2.38537
6.76914e+06,0.00163764,1.69378,0.00047652,6.11153,2.38528
6.76914e+06,0.0016375,1.69378,0.000476545,6.11174,2.38519
6.76914e+06,0.00163736,1.69378,0.000476571,6.11194,2.38511
6.76915e+06,0.00163723,1.69378,0.000476596,6.11214,2.38502
6.76915e+06,0.00163709,1.69378,0.000476622,6.11234,2.38493
6.76915e+06,0.00163695,1.69378,0.000476648,6.11254,2.38484
6.76915e+06,0.00163681,1.69378,0.000476673,6.11274,2.38475
6.76916e+06,0.00163668,1.69378,0.000476699,6.11294,2.38467
6.76916e+06,0.00163654,1.69378,0.000476724,6.11315,2.38458
6.76916e+06,0.0016364,1.69378,0.00047675,6.11335,2.38449
6.76916e+06,0.00163626,1.69378,0.000476775,6.11355,2.3844
6.76917e+06,0.00163612,1.69378,0.000476801,6.11375,2.38431
6.76917e+06,0.00163599,1.69378,0.000476827,6.11395,2.38422
6.76917e+06,0.00163585,1.69378,0.000476852,6.11415,2.38413
6.76917e+06,0.00163571,1.69378,0.000476878,6.11435,2.38405
6.76917e+06,0.00163557,1.69378,0.000476903,6.11456,2.38396
6.76918e+06,0.00163544,1.69378,0.000476929,6.11476,2.38387
6.76918e+06,0.0016353,1.69378,0.000476954,6.11496,2.38378
6.76918e+06,0.00163516,1.69378,0.00047698,6.11516,2.38369
6.76918e+06,0.00163502,1.69378,0.000477005,6.11536,2.3836
6.76919e+06,0.00163488,1.69378,0.000477031,6.11556,2.38352
6.76919e+06,0.00163475,1.69378,0.000477056,6.11576,2.38343
6.76919e+06,0.00163461,1.69378,0.000477082,6.11597,2.38334
6.76919e+06,0.00163447,1.69378,0.000477107,6.11617,2.38325
6.76919e+06,0.00163433,1.69378,0.000477133,6.11637,2.38316
6.7692e+06,0.00163419,1.69378,0.000477158,6.11657,2.38307
6.7692e+06,0.00163406,1.69378,0.000477184,6.11677,2.38299
6.7692e+06,0.00163392,1.69378,0.000477209,6.11697,2.3829
6.7692e+06,0.00163378,1.69378,0.000477235,6.11718,2.38281
6.76921e+06,0.00163364,1.69378,0.00047726,6.11738,2.38272
6.76921e+06,0.0016335,1.69378,0.000477286,6.11758,2.38263
6.76921e+06,0.00163337,1.69378,0.000477311,6.11778,2.38254
6.76921e+06,0.00163323,1.69378,0.000477337,6.11798,2.38245
6.76921e+06,0.00163309,1.69378,0.000477362,6.11818,2.38237
6.76922e+06,0.00163295,1.69378,0.000477387,6.11839,2.38228
6.76922e+06,0.00163281,1.69378,0.000477413,6.11859,2.38219
6.76922e+06,0.00163267,1.69378,0.000477438,6.11879,2.3821
6.76922e+06,0.00163254,1.69378,0.000477464,6.11899,2.38201
6.76923e+06,0.0016324,1.69378,0.000477489,6.11919,2.38192
6.76923e+06,0.00163226,1.69378,0.000477515,6.11939,2.38183
6.76923e+06,0.00163212,1.69378,0.00047754,6.1196,2.38175
6.76923e+06,0.00163198,1.69378,0.000477566,6.1198,2.38166
6.76924e+06,0.00163184,1.69378,0.000477591,6.12,2.38157
6.76924e+06,0.00163171,1.69378,0.000477616,6.1202,2.38148
6.76924e+06,0.00163157,1.69378,0.000477642,6.1204,2.38139
6.76924e+06,0.00163143,1.69378,0.000477667,6.1206,2.3813
6.76924e+06,0.00163129,1.69378,0.000477693,6.12081,2.38121
6.76925e+06,0.00163115,1.69378,0.000477718,6.12101,2.38112
6.76925e+06,0.00163101,1.69378,0.000477743,6.12121,2.38104
6.76925e+06,0.00163087,1.69378,0.000477769,6.12141,2.38095
6.76925e+06,0.00163074,1.69378,0.000477794,6.12161,2.38086
6.76926e+06,0.0016306,1.69378,0.00047782,6.12182,2.38077
6.76926e+06,0.00163046,1.69378,0.000477845,6.12202,2.38068
6.76926e+06,0.00163032,1.69378,0.00047787,6.12222,2.38059
6.76926e+06,0.00163018,1.69378,0.000477896,6.12242,2.3805
6.76926e+06,0.00163004,1.69378,0.000477921,6.12262,2.38041
6.76927e+06,0.0016299,1.69378,0.000477946,6.12282,2.38033
6.76927e+06,0.00162977,1.69378,0.000477972,6.12303,2.38024
6.76927e+06,0.00162963,1.69378,0.000477997,6.12323,2.38015
6.76927e+06,0.00162949,1.69378,0.000478022,6.12343,2.38006
6.76928e+06,0.00162935,1.69378,0.000478048,6.12363,2.37997
6.76928e+06,0.00162921,1.69378,0.000478073,6.12383,2.37988
6.76928e+06,0.00162907,1.69378,0.000478098,6.12404,2.37979
6.76928e+06,0.00162893,1.69378,0.000478124,6.12424,2.3797
6.76928e+06,0.00162879,1.69378,0.000478149,6.12444,2.37962
6.76929e+06,0.00162865,1.69378,0.000478174,6.12464,2.37953
6.76929e+06,0.00162852,1.69378,0.0004782,6.12484,2.37944
6.76929e+06,0.00162838,1.69378,0.000478225,6.12505,2.37935
6.76929e+06,0.00162824,1.69378,0.00047825,6.12525,2.37926
6.7693e+06,0.0016281,1.69378,0.000478276,6.12545,2.37917
6.7693e+06,0.00162796,1.69378,0.000478301,6.12565,2.37908
6.7693e+06,0.00162782,1.69378,0.000478326,6.12585,2.37899
6.7693e+06,0.00162768,1.69378,0.000478351,6.12606,2.3789
6.76931e+06,0.00162754,1.69378,0.000478377,6.12626,2.37881
6.76931e+06,0.0016274,1.69378,0.000478402,6.12646,2.37873
6.76931e+06,0.00162726,1.69378,0.000478427,6.12666,2.37864
6.76931e+06,0.00162713,1.69378,0.000478453,6.12686,2.37855
6.76931e+06,0.00162699,1.69378,0.000478478,6.12707,2.37846
6.76932e+06,0.00162685,1.69378,0.000478503,6.12727,2.37837
6.76932e+06,0.00162671,1.69378,0.000478528,6.12747,2.37828
6.76932e+06,0.00162657,1.69378,0.000478554,6.12767,2.37819
6.76932e+06,0.00162643,1.69378,0.000478579,6.12787,2.3781
6.76933e+06,0.00162629,1.69378,0.000478604,6.12808,2.37801
6.76933e+06,0.00162615,1.69378,0.000478629,6.12828,2.37792
6.76933e+06,0.00162601,1.69378,0.000478655,6.12848,2.37784
6.76933e+06,0.00162587,1.69378,0.00047868,6.12868,2.37775
6.76933e+06,0.00162573,1.69378,0.000478705,6.12889,2.37766
6.76934e+06,0.00162559,1.69378,0.00047873,6.12909,2.37757
6.76934e+06,0.00162545,1.69378,0.000478755,6.12929,2.37748
6.76934e+06,0.00162531,1.69378,0.000478781,6.12949,2.37739
6.76934e+06,0.00162518,1.69378,0.000478806,6.12969,2.3773
6.76935e+06,0.00162504,1.69378,0.000478831,6.1299,2.37721
6.76935e+06,0.0016249,1.69378,0.000478856,6.1301,2.37712
6.76935e+06,0.00162476,1.69378,0.000478881,6.1303,2.37703
6.76935e+06,0.00162462,1.69378,0.000478907,6.1305,2.37694
6.76935e+06,0.00162448,1.69378,0.000478932,6.13071,2.37686
6.76936e+06,0.00162434,1.69378,0.000478957,6.13091,2.37677
6.76936e+06,0.0016242,1.69378,0.000478982,6.13111,2.37668
6.76936e+06,0.00162406,1.69378,0.000479007,6.13131,2.37659
6.76936e+06,0.00162392,1.69378,0.000479032,6.13151,2.3765
6.76937e+06,0.00162378,1.69378,0.000479058,6.13172,2.37641
6.76937e+06,0.00162364,1.69378,0.000479083,6.13192,2.37632
6.76937e+06,0.0016235,1.69378,0.000479108,6.13212,2.37623
6.76937e+06,0.00162336,1.69378,0.000479133,6.13232,2.37614
6.76938e+06,0.00162322,1.69378,0.000479158,6.13253,2.37605
6.76938e+06,0.00162308,1.69378,0.000479183,6.13273,2.37596
6.76938e+06,0.00162294,1.69378,0.000479209,6.13293,2.37587
6.76938e+06,0.0016228,1.69378,0.000479234,6.13313,2.37578
6.76938e+06,0.00162266,1.69378,0.000479259,6.13334,2.3757
6.76939e+06,0.00162252,1.69378,0.000479284,6.13354,2.37561
6.76939e+06,0.00162238,1.69378,0.000479309,6.13374,2.37552
6.76939e+06,0.00162224,1.69378,0.000479334,6.13394,2.37543
6.76939e+06,0.0016221,1.69378,0.000479359,6.13415,2.37534
6.7694e+06,0.00162196,1.69378,0.000479384,6.13435,2.37525
6.7694e+06,0.00162182,1.69378,0.000479409,6.13455,2.37516
6.7694e+06,0.00162168,1.69378,0.000479435,6.13475,2.37507
6.7694e+06,0.00162154,1.69378,0.00047946,6.13496,2.37498
6.7694e+06,0.0016214,1.69378,0.000479485,6.13516,2.37489
6.76941e+06,0.00162126,1.69378,0.00047951,6.13536,2.3748
6.76941e+06,0.00162112,1.69378,0.000479535,6.13556,2.37471
6.76941e+06,0.00162098,1.69378,0.00047956,6.13577,2.37462
6.76941e+06,0.00162084,1.69378,0.000479585,6.13597,2.37453
6.76942e+06,0.0016207,1.69378,0.00047961,6.13617,2.37444
6.76942e+06,0.00162056,1.69378,0.000479635,6.13637,2.37435
6.76942e+06,0.00162042,1.69378,0.00047966,6.13658,2.37427
6.76942e+06,0.00162028,1.69378,0.000479685,6.13678,2.37418
6.76943e+06,0.00162014,1.69378,0.00047971,6.13698,2.37409
6.76943e+06,0.00162,1.69378,0.000479735,6.13718,2.374
6.76943e+06,0.00161986,1.69378,0.00047976,6.13739,2.37391
6.76943e+06,0.00161972,1.69378,0.000479785,6.13759,2.37382
6.76943e+06,0.00161958,1.69378,0.000479811,6.13779,2.37373
6.76944e+06,0.00161944,1.69378,0.000479836,6.13799,2.37364
6.76944e+06,0.0016193,1.69378,0.000479861,6.1382,2.37355
6.76944e+06,0.00161916,1.69378,0.000479886,6.1384,2.37346
6.76944e+06,0.00161902,1.69378,0.000479911,6.1386,2.37337
6.76945e+06,0.00161888,1.69378,0.000479936,6.1388,2.37328
6.76945e+06,0.00161874,1.69378,0.000479961,6.13901,2.37319
6.76945e+06,0.0016186,1.69378,0.000479986,6.13921,2.3731
6.76945e+06,0.00161846,1.69378,0.000480011,6.13941,2.37301
6.76945e+06,0.00161832,1.69378,0.000480036,6.13961,2.37292
6.76946e+06,0.00161818,1.69378,0.000480061,6.13982,2.37283
6.76946e+06,0.00161804,1.69378,0.000480086,6.14002,2.37274
6.76946e+06,0.0016179,1.69378,0.000480111,6.14022,2.37265
6.76946e+06,0.00161776,1.69378,0.000480136,6.14043,2.37256
6.76947e+06,0.00161762,1.69378,0.000480161,6.14063,2.37247
6.76947e+06,0.00161748,1.69378,0.000480185,6.14083,2.37238
6.76947e+06,0.00161734,1.69378,0.00048021,6.14103,2.3723
6.76947e+06,0.00161719,1.69378,0.000480235,6.14124,2.37221
6.76948e+06,0.00161705,1.69378,0.00048026,6.14144,2.37212
6.76948e+06,0.00161691,1.69378,0.000480285,6.14164,2.37203
6.76948e+06,0.00161677,1.69378,0.00048031,6.14184,2.37194
6.76948e+06,0.00161663,1.69378,0.000480335,6.14205,2.37185
6.76948e+06,0.00161649,1.69378,0.00048036,6.14225,2.37176
6.76949e+06,0.00161635,1.69378,0.000480385,6.14245,2.37167
6.76949e+06,0.00161621,1.69378,0.00048041,6.14266,2.37158
6.76949e+06,0.00161607,1.69378,0.000480435,6.14286,2.37149
6.76949e+06,0.00161593,1.69378,0.00048046,6.14306,2.3714
6.7695e+06,0.00161579,1.69378,0.000480485,6.14326,2.37131
6.7695e+06,0.00161565,1.69378,0.00048051,6.14347,2.37122
6.7695e+06,0.00161551,1.69378,0.000480535,6.14367,2.37113
6.7695e+06,0.00161537,1.69378,0.000480559,6.14387,2.37104
6.7695e+06,0.00161522,1.69378,0.000480584,6.14408,2.37095
6.76951e+06,0.00161508,1.69378,0.000480609,6.14428,2.37086
6.76951e+06,0.00161494,1.69378,0.000480634,6.14448,2.37077
6.76951e+06,0.0016148,1.69378,0.000480659,6.14469,2.37068
6.76951e+06,0.00161466,1.69378,0.000480684,6.14489,2.37059
6.76952e+06,0.00161452,1.69378,0.000480709,6.14509,2.3705
6.76952e+06,0.00161438,1.69378,0.000480734,6.14529,2.37041
6.76952e+06,0.00161424,1.69378,0.000480758,6.1455,2.37032
6.76952e+06,0.0016141,1.69378,0.000480783,6.1457,2.37023
6.76953e+06,0.00161396,1.69378,0.000480808,6.1459,2.37014
6.76953e+06,0.00161381,1.69378,0.000480833,6.14611,2.37005
6.76953e+06,0.00161367,1.69378,0.000480858,6.14631,2.36996
6.76953e+06,0.00161353,1.69378,0.000480883,6.14651,2.36987
6.76953e+06,0.00161339,1.69378,0.000480908,6.14671,2.36978
6.76954e+06,0.00161325,1.69378,0.000480932,6.14692,2.36969
6.76954e+06,0.00161311,1.69378,0.000480957,6.14712,2.3696
6.76954e+06,0.00161297,1.69378,0.000480982,6.14732,2.36951
6.76954e+06,0.00161283,1.69378,0.000481007,6.14753,2.36942
6.76955e+06,0.00161269,1.69378,0.000481032,6.14773,2.36933
6.76955e+06,0.00161254,1.69378,0.000481057,6.14793,2.36924
6.76955e+06,0.0016124,1.69378,0.000481081,6.14814,2.36915
6.76955e+06,0.00161226,1.69378,0.000481106,6.14834,2.36906
6.76955e+06,0.00161212,1.69378,0.000481131,6.14854,2.36897
6.76956e+06,0.00161198,1.69378,0.000481156,6.14875,2.36888
6.76956e+06,0.00161184,1.69378,0.00048118,6.14895,2.36879
6.76956e+06,0.0016117,1.69378,0.000481205,6.14915,2.3687
6.76956e+06,0.00161155,1.69378,0.00048123,6.14936,2.36861
6.76957e+06,0.00161141,1.69378,0.000481255,6.14956,2.36852
6.76957e+06,0.00161127,1.69378,0.00048128,6.14976,2.36843
6.76957e+06,0.00161113,1.69378,0.000481304,6.14996,2.36834
6.76957e+06,0.00161099,1.69378,0.000481329,6.15017,2.36825
6.76958e+06,0.00161085,1.69378,0.000481354,6.15037,2.36816
6.76958e+06,0.00161071,1.69378,0.000481379,6.15057,2.36807
6.76958e+06,0.00161056,1.69378,0.000481403,6.15078,2.36798
6.76958e+06,0.00161042,1.69378,0.000481428,6.15098,2.36789
6.76958e+06,0.00161028,1.69378,0.000481453,6.15118,2.3678
6.76959e+06,0.00161014,1.69378,0.000481478,6.15139,2.36771
6.76959e+06,0.00161,1.69378,0.000481502,6.15159,2.36762
6.76959e+06,0.00160986,1.69378,0.000481527,6.15179,2.36753
6.76959e+06,0.00160972,1.69378,0.000481552,6.152,2.36744
6.7696e+06,0.00160957,1.69378,0.000481577,6.1522,2.36735
6.7696e+06,0.00160943,1.69378,0.000481601,6.1524,2.36726
6.7696e+06,0.00160929,1.69378,0.000481626,6.15261,2.36717
6.7696e+06,0.00160915,1.69378,0.000481651,6.15281,2.36708
6.7696e+06,0.00160901,1.69378,0.000481675,6.15301,2.36699
6.76961e+06,0.00160887,1.69378,0.0004817,6.15322,2.3669
6.76961e+06,0.00160872,1.69378,0.000481725,6.15342,2.36681
6.76961e+06,0.00160858,1.69378,0.000481749,6.15362,2.36672
6.76961e+06,0.00160844,1.69378,0.000481774,6.15383,2.36663
6.76962e+06,0.0016083,1.69378,0.000481799,6.15403,2.36654
6.76962e+06,0.00160816,1.69378,0.000481823,6.15423,2.36645
6.76962e+06,0.00160801,1.69378,0.000481848,6.15444,2.36636
6.76962e+06,0.00160787,1.69378,0.000481873,6.15464,2.36627
6.76963e+06,0.00160773,1.69378,0.000481897,6.15484,2.36618
6.76963e+06,0.00160759,1.69378,0.000481922,6.15505,2.36608
6.76963e+06,0.00160745,1.69378,0.000481947,6.15525,2.36599
6.76963e+06,0.0016073,1.69378,0.000481971,6.15545,2.3659
6.76963e+06,0.00160716,1.69378,0.000481996,6.15566,2.36581
6.76964e+06,0.00160702,1.69378,0.000482021,6.15586,2.36572
6.76964e+06,0.00160688,1.69378,0.000482045,6.15606,2.36563
6.76964e+06,0.00160674,1.69378,0.00048207,6.15627,2.36554
6.76964e+06,0.00160659,1.69378,0.000482095,6.15647,2.36545
6.76965e+06,0.00160645,1.69378,0.000482119,6.15668,2.36536
6.76965e+06,0.00160631,1.69378,0.000482144,6.15688,2.36527
6.76965e+06,0.00160617,1.69378,0.000482168,6.15708,2.36518
6.76965e+06,0.00160603,1.69378,0.000482193,6.15729,2.36509
6.76965e+06,0.00160588,1.69378,0.000482218,6.15749,2.365
6.76966e+06,0.00160574,1.69378,0.000482242,6.15769,2.36491
6.76966e+06,0.0016056,1.69378,0.000482267,6.1579,2.36482
6.76966e+06,0.00160546,1.69378,0.000482291,6.1581,2.36473
6.76966e+06,0.00160531,1.69378,0.000482316,6.1583,2.36464
6.76967e+06,0.00160517,1.69378,0.000482341,6.15851,2.36455
6.76967e+06,0.00160503,1.69378,0.000482365,6.15871,2.36446
6.76967e+06,0.00160489,1.69378,0.00048239,6.15891,2.36437
6.76967e+06,0.00160475,1.69378,0.000482414,6.15912,2.36428
6.76968e+06,0.0016046,1.69378,0.000482439,6.15932,2.36419
6.76968e+06,0.00160446,1.69378,0.000482464,6.15953,2.36409
6.76968e+06,0.00160432,1.69378,0.000482488,6.15973,2.364
6.76968e+06,0.00160418,1.69378,0.000482513,6.15993,2.36391
6.76968e+06,0.00160403,1.69378,0.000482537,6.16014,2.36382
6.76969e+06,0.00160389,1.69378,0.000482562,6.16034,2.36373
6.76969e+06,0.00160375,1.69378,0.000482586,6.16054,2.36364
6.76969e+06,0.00160361,1.69378,0.000482611,6.16075,2.36355
6.76969e+06,0.00160346,1.69378,0.000482635,6.16095,2.36346
6.7697e+06,0.00160332,1.69378,0.00048266,6.16116,2.36337
6.7697e+06,0.00160318,1.69378,0.000482684,6.16136,2.36328
6.7697e+06,0.00160304,1.69378,0.000482709,6.16156,2.36319
6.7697e+06,0.00160289,1.69378,0.000482733,6.16177,2.3631
6.76971e+06,0.00160275,1.69378,0.000482758,6.16197,2.36301
6.76971e+06,0.00160261,1.69378,0.000482782,6.16217,2.36292
6.76971e+06,0.00160247,1.69378,0.000482807,6.16238,2.36283
6.76971e+06,0.00160232,1.69377,0.000482831,6.16258,2.36274
6.76971e+06,0.00160218,1.69377,0.000482856,6.16279,2.36264
6.76972e+06,0.00160204,1.69377,0.00048288,6.16299,2.36255
6.76972e+06,0.0016019,1.69377,0.000482905,6.16319,2.36246
6.76972e+06,0.00160175,1.69377,0.000482929,6.1634,2.36237
6.76972e+06,0.00160161,1.69377,0.000482954,6.1636,2.36228
6.76973e+06,0.00160147,1.69377,0.000482978,6.1638,2.36219
6.76973e+06,0.00160132,1.69377,0.000483003,6.16401,2.3621
6.76973e+06,0.00160118,1.69377,0.000483027,6.16421,2.36201
6.76973e+06,0.00160104,1.69377,0.000483052,6.16442,2.36192
6.76973e+06,0.0016009,1.69377,0.000483076,6.16462,2.36183
6.76974e+06,0.00160075,1.69377,0.000483101,6.16482,2.36174
6.76974e+06,0.00160061,1.69377,0.000483125,6.16503,2.36165
6.76974e+06,0.00160047,1.69377,0.000483149,6.16523,2.36156
6.76974e+06,0.00160032,1.69377,0.000483174,6.16544,2.36146
6.76975e+06,0.00160018,1.69377,0.000483198,6.16564,2.36137
6.76975e+06,0.00160004,1.69377,0.000483223,6.16584,2.36128
6.76975e+06,0.0015999,1.69377,0.000483247,6.16605,2.36119
6.76975e+06,0.00159975,1.69377,0.000483272,6.16625,2.3611
6.76976e+06,0.00159961,1.69377,0.000483296,6.16646,2.36101
6.76976e+06,0.00159947,1.69377,0.00048332,6.16666,2.36092
6.76976e+06,0.00159932,1.69377,0.000483345,6.16686,2.36083
6.76976e+06,0.00159918,1.69377,0.000483369,6.16707,2.36074
6.76976e+06,0.00159904,1.69377,0.000483394,6.16727,2.36065
6.76977e+06,0.00159889,1.69377,0.000483418,6.16748,2.36056
6.76977e+06,0.00159875,1.69377,0.000483442,6.16768,2.36046
6.76977e+06,0.00159861,1.69377,0.000483467,6.16788,2.36037
6.76977e+06,0.00159846,1.69377,0.000483491,6.16809,2.36028
6.76978e+06,0.00159832,1.69377,0.000483515,6.16829,2.36019
6.76978e+06,0.00159818,1.69377,0.00048354,6.1685,2.3601
